Timestamp,Value,Count,SD,User,Location
2020-04-10 07:30:00,51.80481010651044,360,30.914954516561995, TestUnit,Palace Hills
2020-04-10 08:00:00,49.63377758709198,360,7.4757762556723275, TestUnit,Palace Hills
2020-04-10 08:30:00,56.87705159996518,92,63.078490369060546, TestUnit,Palace Hills
2020-04-10 19:30:00,56.47363221908411,13,8.832162880605997, TestUnit,Palace Hills
2020-04-10 20:00:00,53.613638085627834,360,7.827095171722906, TestUnit,Palace Hills
2020-04-10 20:30:00,55.287984752753545,360,31.574239894217605, TestUnit,Palace Hills
2020-04-10 21:00:00,55.788895226899626,360,39.12131978423175, TestUnit,Palace Hills
2020-04-10 21:30:00,56.31107965573165,360,29.643333943432967, TestUnit,Palace Hills
2020-04-10 22:00:00,53.52508206569992,360,7.739037185813364, TestUnit,Palace Hills
2020-04-10 22:30:00,53.94490212906249,360,7.4579639280163, TestUnit,Palace Hills
2020-04-10 23:00:00,53.44998474480045,360,8.31790255538695, TestUnit,Palace Hills
2020-04-10 23:30:00,54.485878837839934,360,8.4472548296027, TestUnit,Palace Hills
2020-04-08 07:30:00,45.80399765458133,526,13.399900398001732, TestUnit,Northwest
2020-04-06 17:00:00,41.404675872761096,62,12.801740792340519, TestUnit,Southwest
2020-04-06 17:30:00,25.064884782608694,115,4.768250780464348, TestUnit,Southwest
2020-04-07 17:00:00,31.81843947368422,57,4.657040051285275, TestUnit,Southwest
2020-04-08 10:30:00,34.35045072977457,170,5.587653086733724, TestUnit,Southwest
2020-04-08 11:00:00,35.54466376710129,33,3.9193148667485094, TestUnit,Southwest
2020-04-09 21:30:00,52.046691126651695,157,15.294967938189956, TestUnit,Downtown
2020-04-06 08:00:00,27.015299999999996,3,5.098950880491658, TestUnit,Downtown
2020-04-06 08:30:00,22.991379225352105,142,4.7502389172873585, TestUnit,Downtown
2020-04-06 17:00:00,25.062444155844155,77,4.927746944651054, TestUnit,Downtown
2020-04-06 17:30:00,21.034525,4,1.4792861971657147, TestUnit,Downtown
2020-04-07 08:00:00,29.57590344827586,145,4.6199173924158785, TestUnit,Downtown
2020-04-08 07:30:00,33.480577358490564,159,5.084735415593841, TestUnit,Downtown
2020-04-08 08:00:00,35.059524999999994,64,3.962762758243925, TestUnit,Downtown
2020-04-08 10:30:00,35.40455724685586,39,3.9811397950090033, TestUnit,Downtown
2020-04-09 21:00:00,47.920880502444,145,7.712151847253076, TestUnit,Downtown
2020-04-06 08:30:00,46.367245470065185,110,40.114745242248894, TestUnit,Weston
2020-04-08 08:00:00,30.794831818181812,55,5.817459880131719, TestUnit,Weston
2020-04-06 08:30:00,26.16359525427438,219,9.44746339435517, TestUnit,Southton
2020-04-06 09:00:00,23.615936111111118,360,4.336474512742835, TestUnit,Southton
2020-04-06 09:30:00,25.986220347426134,360,47.893357695739155, TestUnit,Southton
2020-04-06 10:00:00,23.620713888888886,360,4.512419861363054, TestUnit,Southton
2020-04-06 10:30:00,23.727269444444442,360,4.624991461017309, TestUnit,Southton
2020-04-06 11:00:00,23.589380555555554,360,4.915390573159497, TestUnit,Southton
2020-04-06 11:30:00,23.97093611111112,360,4.358117962135769, TestUnit,Southton
2020-04-06 12:00:00,24.42749166666667,360,4.7003546486541845, TestUnit,Southton
2020-04-06 12:30:00,24.31738055555555,360,5.047726665213286, TestUnit,Southton
2020-04-06 13:00:00,24.546158333333334,360,4.43347339262626, TestUnit,Southton
